T (K),P (kPa),Vapor fract
414,11187,1.0
420,11187,1.0
426,11187,1.0
432,11187,1.0
438,11187,1.0
444,11187,1.0
450,11187,1.0
456,11187,1.0
462,11187,1.0
468,11187,1.0
474,11187,1.0
480,11187,1.0
486,11187,1.0
492,11187,1.0
498,11187,1.0
504,11187,1.0
510,11187,1.0
516,11187,1.0
522,11187,1.0
528,11187,1.0
534,11187,1.0
540,11187,1.0
546,11187,1.0
552,11187,1.0
558,11187,1.0
564,11187,1.0
570,11187,1.0
576,11187,1.0
582,11187,1.0
588,11187,1.0
594,11187,1.0
324,11306,1.0
330,11306,1.0
336,11306,1.0
342,11306,1.0
348,11306,1.0
354,11306,1.0
360,11306,1.0
366,11306,1.0
372,11306,1.0
378,11306,1.0
384,11306,1.0
390,11306,1.0
396,11306,1.0
402,11306,1.0
408,11306,1.0
414,11306,1.0
420,11306,1.0
426,11306,1.0
432,11306,1.0
438,11306,1.0
444,11306,1.0
450,11306,1.0
456,11306,1.0
462,11306,1.0
468,11306,1.0
474,11306,1.0
480,11306,1.0
486,11306,1.0
492,11306,1.0
498,11306,1.0
504,11306,1.0
510,11306,1.0
516,11306,1.0
522,11306,1.0
528,11306,1.0
534,11306,1.0
540,11306,1.0
546,11306,1.0
552,11306,1.0
558,11306,1.0
564,11306,1.0
570,11306,1.0
576,11306,1.0
582,11306,1.0
588,11306,1.0
594,11306,1.0
324,11425,1.0
330,11425,1.0
336,11425,1.0
342,11425,1.0
348,11425,1.0
354,11425,1.0
360,11425,1.0
366,11425,1.0
372,11425,1.0
378,11425,1.0
384,11425,1.0
390,11425,1.0
396,11425,1.0
402,11425,1.0
408,11425,1.0
414,11425,1.0
420,11425,1.0
426,11425,1.0
432,11425,1.0
438,11425,1.0
444,11425,1.0
450,11425,1.0
456,11425,1.0
462,11425,1.0
468,11425,1.0
474,11425,1.0
480,11425,1.0
486,11425,1.0
492,11425,1.0
498,11425,1.0
504,11425,1.0
510,11425,1.0
516,11425,1.0
522,11425,1.0
528,11425,1.0
534,11425,1.0
540,11425,1.0
546,11425,1.0
552,11425,1.0
558,11425,1.0
564,11425,1.0
570,11425,1.0
576,11425,1.0
582,11425,1.0
588,11425,1.0
594,11425,1.0
324,11544,1.0
330,11544,1.0
336,11544,1.0
342,11544,1.0
348,11544,1.0
354,11544,1.0
360,11544,1.0
366,11544,1.0
372,11544,1.0
378,11544,1.0
384,11544,1.0
390,11544,1.0
396,11544,1.0
402,11544,1.0
408,11544,1.0
414,11544,1.0
420,11544,1.0
426,11544,1.0
432,11544,1.0
438,11544,1.0
444,11544,1.0
450,11544,1.0
456,11544,1.0
462,11544,1.0
468,11544,1.0
474,11544,1.0
480,11544,1.0
486,11544,1.0
492,11544,1.0
498,11544,1.0
504,11544,1.0
510,11544,1.0
516,11544,1.0
522,11544,1.0
528,11544,1.0
534,11544,1.0
540,11544,1.0
546,11544,1.0
552,11544,1.0
558,11544,1.0
564,11544,1.0
570,11544,1.0
576,11544,1.0
582,11544,1.0
588,11544,1.0
594,11544,1.0
324,11663,1.0
330,11663,1.0
336,11663,1.0
342,11663,1.0
348,11663,1.0
354,11663,1.0
360,11663,1.0
366,11663,1.0
372,11663,1.0
378,11663,1.0
384,11663,1.0
390,11663,1.0
396,11663,1.0
402,11663,1.0
408,11663,1.0
414,11663,1.0
420,11663,1.0
426,11663,1.0
432,11663,1.0
438,11663,1.0
444,11663,1.0
450,11663,1.0
456,11663,1.0
462,11663,1.0
468,11663,1.0
474,11663,1.0
480,11663,1.0
486,11663,1.0
492,11663,1.0
498,11663,1.0
504,11663,1.0
510,11663,1.0
516,11663,1.0
522,11663,1.0
528,11663,1.0
534,11663,1.0
540,11663,1.0
546,11663,1.0
552,11663,1.0
558,11663,1.0
564,11663,1.0
570,11663,1.0
576,11663,1.0
582,11663,1.0
588,11663,1.0
594,11663,1.0
324,11782,1.0
330,11782,1.0
336,11782,1.0
342,11782,1.0
348,11782,1.0
354,11782,1.0
360,11782,1.0
366,11782,1.0
372,11782,1.0
378,11782,1.0
384,11782,1.0
390,11782,1.0
396,11782,1.0
402,11782,1.0
408,11782,1.0
414,11782,1.0
420,11782,1.0
426,11782,1.0
432,11782,1.0
438,11782,1.0
444,11782,1.0
450,11782,1.0
456,11782,1.0
462,11782,1.0
468,11782,1.0
474,11782,1.0
480,11782,1.0
486,11782,1.0
492,11782,1.0
498,11782,1.0
504,11782,1.0
510,11782,1.0
516,11782,1.0
522,11782,1.0
528,11782,1.0
534,11782,1.0
540,11782,1.0
546,11782,1.0
552,11782,1.0
558,11782,1.0
564,11782,1.0
570,11782,1.0
576,11782,1.0
582,11782,1.0
588,11782,1.0
594,11782,1.0
324,11901,1.0
330,11901,1.0
336,11901,1.0
342,11901,1.0
348,11901,1.0
354,11901,1.0
360,11901,1.0
366,11901,1.0
372,11901,1.0
378,11901,1.0
384,11901,1.0
390,11901,1.0
396,11901,1.0
402,11901,1.0
408,11901,1.0
414,11901,1.0
420,11901,1.0
426,11901,1.0
432,11901,1.0
438,11901,1.0
444,11901,1.0
450,11901,1.0
456,11901,1.0
462,11901,1.0
468,11901,1.0
474,11901,1.0
480,11901,1.0
486,11901,1.0
492,11901,1.0
498,11901,1.0
504,11901,1.0
510,11901,1.0
516,11901,1.0
522,11901,1.0
528,11901,1.0
534,11901,1.0
540,11901,1.0
546,11901,1.0
552,11901,1.0
558,11901,1.0
564,11901,1.0
570,11901,1.0
576,11901,1.0
582,11901,1.0
588,11901,1.0
594,11901,1.0
